,GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
126,22100064,1610612746,Clippers,LAC,LA,240:00,31.0,87.0,0.35600000000000004,9.0,41.0,0.22,8.0,13.0,0.615,9.0,27.0,36.0,19.0,13.0,2.0,14.0,24.0,79.0,-13.0
127,22100064,1610612739,Cavaliers,CLE,Cleveland,240:00,33.0,81.0,0.40700000000000003,3.0,20.0,0.15,23.0,27.0,0.852,14.0,43.0,57.0,12.0,9.0,3.0,20.0,14.0,92.0,13.0
128,22100065,1610612755,76ers,PHI,Philadelphia,240:00,38.0,76.0,0.5,12.0,27.0,0.444,22.0,24.0,0.917,6.0,40.0,46.0,22.0,7.0,9.0,20.0,23.0,110.0,8.0
129,22100065,1610612765,Pistons,DET,Detroit,240:00,35.0,86.0,0.40700000000000003,13.0,39.0,0.33299999999999996,19.0,27.0,0.7040000000000001,10.0,27.0,37.0,22.0,11.0,4.0,12.0,22.0,102.0,-8.0
130,22100066,1610612764,Wizards,WAS,Washington,240:00,46.0,99.0,0.465,13.0,34.0,0.382,17.0,21.0,0.81,14.0,37.0,51.0,26.0,6.0,4.0,6.0,16.0,122.0,11.0
131,22100066,1610612737,Hawks,ATL,Atlanta,240:00,48.0,88.0,0.545,6.0,21.0,0.28600000000000003,9.0,14.0,0.643,6.0,37.0,43.0,26.0,4.0,3.0,13.0,16.0,111.0,-11.0
132,22100067,1610612752,Knicks,NYK,New York,240:00,39.0,85.0,0.45899999999999996,11.0,29.0,0.379,15.0,20.0,0.75,11.0,38.0,49.0,16.0,5.0,7.0,13.0,21.0,104.0,1.0
133,22100067,1610612741,Bulls,CHI,Chicago,240:00,36.0,84.0,0.429,11.0,32.0,0.344,20.0,22.0,0.909,5.0,32.0,37.0,25.0,6.0,5.0,7.0,18.0,103.0,-1.0
134,22100068,1610612762,Jazz,UTA,Utah,240:00,41.0,85.0,0.48200000000000004,16.0,46.0,0.348,24.0,30.0,0.8,10.0,48.0,58.0,24.0,8.0,4.0,16.0,23.0,122.0,31.0
135,22100068,1610612745,Rockets,HOU,Houston,240:00,31.0,95.0,0.326,9.0,44.0,0.205,20.0,23.0,0.87,13.0,28.0,41.0,15.0,8.0,3.0,11.0,24.0,91.0,-31.0
136,22100069,1610612759,Spurs,SAS,San Antonio,240:00,39.0,88.0,0.44299999999999995,12.0,30.0,0.4,9.0,15.0,0.6,11.0,37.0,48.0,21.0,6.0,11.0,14.0,16.0,99.0,-5.0
137,22100069,1610612742,Mavericks,DAL,Dallas,240:00,41.0,89.0,0.461,18.0,45.0,0.4,4.0,13.0,0.308,9.0,36.0,45.0,18.0,4.0,7.0,12.0,19.0,104.0,5.0
138,22100070,1610612763,Grizzlies,MEM,Memphis,265:00,39.0,97.0,0.402,12.0,48.0,0.25,14.0,14.0,1.0,10.0,41.0,51.0,25.0,17.0,9.0,17.0,14.0,104.0,3.0
139,22100070,1610612744,Warriors,GSW,Golden State,265:00,39.0,90.0,0.433,14.0,40.0,0.35,9.0,12.0,0.75,7.0,41.0,48.0,29.0,8.0,7.0,22.0,17.0,101.0,-3.0
140,22100071,1610612761,Raptors,TOR,Toronto,240:00,43.0,86.0,0.5,9.0,30.0,0.3,15.0,22.0,0.682,9.0,31.0,40.0,18.0,11.0,2.0,7.0,18.0,110.0,1.0
141,22100071,1610612753,Magic,ORL,Orlando,240:00,41.0,87.0,0.471,16.0,34.0,0.471,11.0,16.0,0.688,12.0,34.0,46.0,24.0,1.0,5.0,17.0,24.0,109.0,-1.0
142,22100072,1610612754,Pacers,IND,Indiana,240:00,37.0,93.0,0.398,8.0,29.0,0.276,16.0,23.0,0.696,11.0,35.0,46.0,20.0,9.0,7.0,14.0,27.0,98.0,-7.0
143,22100072,1610612751,Nets,BKN,Brooklyn,240:00,34.0,76.0,0.447,6.0,26.0,0.231,31.0,41.0,0.7559999999999999,10.0,40.0,50.0,20.0,9.0,6.0,18.0,21.0,105.0,7.0
144,22100073,1610612748,Heat,MIA,Miami,240:00,43.0,91.0,0.473,9.0,35.0,0.257,19.0,19.0,1.0,16.0,44.0,60.0,23.0,6.0,3.0,17.0,20.0,114.0,15.0
145,22100073,1610612766,Hornets,CHA,Charlotte,240:00,35.0,90.0,0.389,13.0,37.0,0.35100000000000003,16.0,22.0,0.727,11.0,26.0,37.0,21.0,8.0,6.0,11.0,17.0,99.0,-15.0
146,22100074,1610612758,Kings,SAC,Sacramento,240:00,40.0,80.0,0.5,9.0,27.0,0.333,24.0,25.0,0.96,3.0,42.0,45.0,19.0,4.0,5.0,14.0,20.0,113.0,4.0
147,22100074,1610612740,Pelicans,NOP,New Orleans,240:00,42.0,98.0,0.429,9.0,34.0,0.265,16.0,25.0,0.64,13.0,36.0,49.0,18.0,9.0,6.0,10.0,22.0,109.0,-4.0
148,22100075,1610612743,Nuggets,DEN,Denver,240:00,43.0,83.0,0.518,11.0,36.0,0.306,9.0,13.0,0.6920000000000001,5.0,46.0,51.0,28.0,8.0,3.0,19.0,24.0,106.0,31.0
149,22100075,1610612742,Mavericks,DAL,Dallas,240:00,23.0,78.0,0.295,8.0,37.0,0.21600000000000005,21.0,27.0,0.778,6.0,30.0,36.0,14.0,8.0,3.0,15.0,17.0,75.0,-31.0
150,22100076,1610612757,Trail Blazers,POR,Portland,240:00,41.0,98.0,0.418,19.0,41.0,0.463,10.0,16.0,0.625,16.0,47.0,63.0,21.0,8.0,6.0,14.0,19.0,111.0,19.0
151,22100076,1610612746,Clippers,LAC,LA,240:00,34.0,87.0,0.391,15.0,42.0,0.35700000000000004,9.0,16.0,0.563,6.0,37.0,43.0,17.0,7.0,5.0,12.0,14.0,92.0,-19.0
152,22100077,1610612747,Lakers,LAL,Los Angeles,240:00,46.0,84.0,0.5479999999999999,12.0,27.0,0.444,9.0,10.0,0.9,11.0,31.0,42.0,24.0,9.0,6.0,20.0,20.0,113.0,12.0
153,22100077,1610612739,Cavaliers,CLE,Cleveland,240:00,37.0,87.0,0.425,12.0,34.0,0.353,15.0,22.0,0.682,16.0,20.0,36.0,28.0,10.0,1.0,15.0,13.0,101.0,-12.0
154,22100078,1610612764,Wizards,WAS,Washington,290:00,38.0,104.0,0.365,10.0,36.0,0.278,29.0,36.0,0.8059999999999999,12.0,50.0,62.0,19.0,6.0,7.0,13.0,22.0,115.0,3.0
155,22100078,1610612738,Celtics,BOS,Boston,290:00,44.0,107.0,0.411,2.0,26.0,0.077,22.0,25.0,0.88,8.0,46.0,54.0,23.0,8.0,10.0,11.0,32.0,112.0,-3.0
156,22100079,1610612753,Magic,ORL,Orlando,240:00,38.0,87.0,0.4370000000000001,16.0,32.0,0.5,11.0,15.0,0.733,12.0,34.0,46.0,21.0,5.0,6.0,17.0,21.0,103.0,-7.0
157,22100079,1610612765,Pistons,DET,Detroit,240:00,36.0,89.0,0.404,14.0,43.0,0.326,24.0,30.0,0.8,17.0,31.0,48.0,26.0,12.0,6.0,13.0,18.0,110.0,7.0
158,22100080,1610612752,Knicks,NYK,New York,240:00,42.0,81.0,0.519,19.0,33.0,0.5760000000000001,20.0,25.0,0.8,5.0,32.0,37.0,22.0,7.0,4.0,12.0,21.0,123.0,6.0
159,22100080,1610612740,Pelicans,NOP,New Orleans,240:00,42.0,92.0,0.457,11.0,33.0,0.333,22.0,24.0,0.917,12.0,31.0,43.0,30.0,7.0,3.0,11.0,24.0,117.0,-6.0
160,22100081,1610612761,Raptors,TOR,Toronto,240:00,39.0,92.0,0.424,11.0,32.0,0.344,8.0,12.0,0.667,12.0,36.0,48.0,18.0,8.0,4.0,15.0,17.0,97.0,3.0
161,22100081,1610612754,Pacers,IND,Indiana,240:00,35.0,81.0,0.4320000000000001,13.0,43.0,0.302,11.0,16.0,0.688,8.0,32.0,40.0,25.0,8.0,10.0,19.0,17.0,94.0,-3.0
162,22100082,1610612755,76ers,PHI,Philadelphia,240:00,46.0,86.0,0.535,12.0,38.0,0.316,18.0,19.0,0.947,5.0,32.0,37.0,24.0,11.0,6.0,12.0,24.0,122.0,28.0
163,22100082,1610612737,Hawks,ATL,Atlanta,240:00,36.0,95.0,0.379,8.0,22.0,0.364,14.0,19.0,0.737,20.0,29.0,49.0,24.0,6.0,1.0,19.0,17.0,94.0,-28.0
164,22100083,1610612762,Jazz,UTA,Utah,240:00,35.0,92.0,0.38,11.0,38.0,0.289,18.0,19.0,0.947,14.0,40.0,54.0,15.0,5.0,7.0,20.0,21.0,99.0,-8.0
165,22100083,1610612741,Bulls,CHI,Chicago,240:00,39.0,91.0,0.429,5.0,21.0,0.238,24.0,30.0,0.8,9.0,36.0,45.0,16.0,8.0,5.0,9.0,19.0,107.0,8.0
166,22100084,1610612748,Heat,MIA,Miami,240:00,46.0,88.0,0.523,21.0,37.0,0.568,16.0,19.0,0.8420000000000001,11.0,39.0,50.0,31.0,12.0,2.0,18.0,17.0,129.0,26.0
167,22100084,1610612763,Grizzlies,MEM,Memphis,240:00,34.0,88.0,0.386,16.0,50.0,0.32,19.0,21.0,0.905,8.0,24.0,32.0,26.0,14.0,7.0,14.0,17.0,103.0,-26.0
168,22100085,1610612759,Spurs,SAS,San Antonio,240:00,39.0,95.0,0.411,7.0,31.0,0.226,17.0,24.0,0.708,8.0,41.0,49.0,28.0,12.0,3.0,9.0,13.0,102.0,9.0
169,22100085,1610612749,Bucks,MIL,Milwaukee,240:00,36.0,89.0,0.404,10.0,39.0,0.256,11.0,16.0,0.688,9.0,43.0,52.0,20.0,6.0,2.0,19.0,18.0,93.0,-9.0
170,22100086,1610612760,Thunder,OKC,Oklahoma City,240:00,29.0,81.0,0.358,8.0,39.0,0.205,16.0,21.0,0.762,3.0,42.0,45.0,14.0,8.0,6.0,16.0,8.0,82.0,-21.0
171,22100086,1610612744,Warriors,GSW,Golden State,240:00,39.0,92.0,0.424,21.0,52.0,0.404,4.0,8.0,0.5,10.0,46.0,56.0,30.0,9.0,6.0,15.0,21.0,103.0,21.0
172,22100087,1610612750,Timberwolves,MIN,Minnesota,240:00,35.0,90.0,0.389,13.0,41.0,0.317,8.0,9.0,0.889,16.0,31.0,47.0,21.0,8.0,6.0,20.0,23.0,91.0,-2.0
173,22100087,1610612743,Nuggets,DEN,Denver,240:00,36.0,88.0,0.409,9.0,37.0,0.243,12.0,16.0,0.75,14.0,34.0,48.0,24.0,11.0,11.0,18.0,15.0,93.0,2.0
174,22100088,1610612756,Suns,PHX,Phoenix,240:00,39.0,84.0,0.464,6.0,26.0,0.231,17.0,27.0,0.63,8.0,44.0,52.0,27.0,12.0,3.0,13.0,14.0,101.0,9.0
175,22100088,1610612739,Cavaliers,CLE,Cleveland,240:00,36.0,91.0,0.396,14.0,44.0,0.318,6.0,7.0,0.857,10.0,37.0,47.0,21.0,8.0,3.0,19.0,21.0,92.0,-9.0
176,22100089,1610612758,Kings,SAC,Sacramento,240:00,38.0,96.0,0.396,7.0,36.0,0.19399999999999998,16.0,20.0,0.8,17.0,39.0,56.0,20.0,6.0,3.0,12.0,19.0,99.0,-6.0
177,22100089,1610612742,Mavericks,DAL,Dallas,240:00,40.0,90.0,0.444,12.0,37.0,0.324,13.0,20.0,0.65,10.0,35.0,45.0,24.0,8.0,4.0,9.0,20.0,105.0,6.0
178,22100090,1610612757,Trail Blazers,POR,Portland,240:00,43.0,97.0,0.44299999999999995,17.0,54.0,0.315,10.0,11.0,0.909,15.0,32.0,47.0,30.0,4.0,5.0,12.0,18.0,113.0,-12.0
179,22100090,1610612766,Hornets,CHA,Charlotte,240:00,46.0,89.0,0.517,20.0,42.0,0.47600000000000003,13.0,21.0,0.619,10.0,34.0,44.0,36.0,4.0,6.0,8.0,18.0,125.0,12.0
180,22100091,1610612762,Jazz,UTA,Utah,240:00,35.0,75.0,0.467,12.0,37.0,0.324,25.0,27.0,0.9259999999999999,7.0,37.0,44.0,13.0,6.0,10.0,12.0,10.0,107.0,12.0
181,22100091,1610612749,Bucks,MIL,Milwaukee,240:00,39.0,96.0,0.406,12.0,41.0,0.293,5.0,6.0,0.833,13.0,31.0,44.0,16.0,7.0,3.0,9.0,22.0,95.0,-12.0
182,22100092,1610612765,Pistons,DET,Detroit,240:00,32.0,79.0,0.405,12.0,33.0,0.364,15.0,22.0,0.682,7.0,22.0,29.0,21.0,12.0,3.0,15.0,18.0,91.0,-26.0
183,22100092,1610612751,Nets,BKN,Brooklyn,240:00,47.0,72.0,0.653,13.0,25.0,0.52,10.0,16.0,0.625,2.0,39.0,41.0,30.0,7.0,2.0,19.0,19.0,117.0,26.0
184,22100093,1610612747,Lakers,LAL,Los Angeles,240:00,39.0,96.0,0.406,9.0,31.0,0.29,8.0,13.0,0.615,10.0,33.0,43.0,22.0,15.0,9.0,12.0,20.0,95.0,10.0
185,22100093,1610612745,Rockets,HOU,Houston,240:00,32.0,76.0,0.42100000000000004,6.0,28.0,0.214,15.0,29.0,0.517,10.0,45.0,55.0,18.0,8.0,3.0,25.0,18.0,85.0,-10.0
186,22100094,1610612739,Cavaliers,CLE,Cleveland,240:00,39.0,90.0,0.433,9.0,28.0,0.321,26.0,38.0,0.684,17.0,32.0,49.0,21.0,12.0,8.0,16.0,14.0,113.0,3.0
187,22100094,1610612766,Hornets,CHA,Charlotte,240:00,42.0,102.0,0.412,15.0,39.0,0.385,11.0,15.0,0.733,21.0,26.0,47.0,27.0,12.0,12.0,17.0,23.0,110.0,-3.0
188,22100095,1610612759,Spurs,SAS,San Antonio,240:00,47.0,89.0,0.528,14.0,28.0,0.5,10.0,14.0,0.7140000000000001,8.0,28.0,36.0,34.0,6.0,4.0,16.0,9.0,118.0,-13.0
189,22100095,1610612754,Pacers,IND,Indiana,240:00,52.0,91.0,0.5710000000000001,18.0,38.0,0.474,9.0,12.0,0.75,10.0,29.0,39.0,37.0,11.0,4.0,14.0,19.0,131.0,13.0
190,22100096,1610612757,Trail Blazers,POR,Portland,240:00,40.0,84.0,0.476,12.0,34.0,0.353,11.0,18.0,0.611,13.0,32.0,45.0,21.0,5.0,2.0,14.0,15.0,103.0,-10.0
191,22100096,1610612755,76ers,PHI,Philadelphia,240:00,43.0,83.0,0.518,13.0,36.0,0.361,14.0,16.0,0.875,7.0,27.0,34.0,34.0,11.0,6.0,10.0,18.0,113.0,10.0
192,22100097,1610612764,Wizards,WAS,Washington,240:00,41.0,86.0,0.477,13.0,39.0,0.333,16.0,16.0,1.0,7.0,29.0,36.0,27.0,7.0,4.0,12.0,24.0,111.0,-7.0
193,22100097,1610612737,Hawks,ATL,Atlanta,240:00,38.0,83.0,0.458,13.0,34.0,0.382,29.0,29.0,1.0,13.0,34.0,47.0,24.0,9.0,5.0,11.0,17.0,118.0,7.0
194,22100098,1610612741,Bulls,CHI,Chicago,240:00,49.0,86.0,0.57,13.0,31.0,0.419,17.0,18.0,0.944,10.0,40.0,50.0,30.0,7.0,8.0,14.0,19.0,128.0,14.0
195,22100098,1610612738,Celtics,BOS,Boston,240:00,42.0,96.0,0.438,15.0,33.0,0.455,15.0,20.0,0.75,13.0,25.0,38.0,20.0,10.0,1.0,9.0,15.0,114.0,-14.0
196,22100099,1610612761,Raptors,TOR,Toronto,240:00,43.0,99.0,0.434,14.0,42.0,0.333,13.0,14.0,0.929,13.0,35.0,48.0,24.0,12.0,4.0,8.0,20.0,113.0,9.0
197,22100099,1610612752,Knicks,NYK,New York,240:00,35.0,76.0,0.461,16.0,38.0,0.421,18.0,24.0,0.75,7.0,34.0,41.0,20.0,3.0,4.0,16.0,13.0,104.0,-9.0
198,22100100,1610612763,Grizzlies,MEM,Memphis,240:00,44.0,97.0,0.454,13.0,34.0,0.382,5.0,7.0,0.7140000000000001,11.0,44.0,55.0,20.0,8.0,4.0,12.0,18.0,106.0,9.0
199,22100100,1610612743,Nuggets,DEN,Denver,240:00,39.0,88.0,0.443,9.0,38.0,0.237,10.0,15.0,0.667,6.0,34.0,40.0,27.0,8.0,8.0,12.0,10.0,97.0,-9.0
200,22100101,1610612753,Magic,ORL,Orlando,240:00,37.0,82.0,0.451,17.0,43.0,0.395,24.0,30.0,0.8,12.0,39.0,51.0,21.0,5.0,7.0,16.0,19.0,115.0,18.0
201,22100101,1610612750,Timberwolves,MIN,Minnesota,240:00,36.0,97.0,0.371,14.0,51.0,0.275,11.0,19.0,0.579,16.0,31.0,47.0,21.0,8.0,1.0,12.0,20.0,97.0,-18.0
202,22100102,1610612760,Thunder,OKC,Oklahoma City,240:00,35.0,90.0,0.389,11.0,37.0,0.297,13.0,16.0,0.813,10.0,41.0,51.0,17.0,8.0,6.0,16.0,18.0,94.0,-5.0
203,22100102,1610612746,Clippers,LAC,LA,240:00,35.0,92.0,0.38,15.0,42.0,0.35700000000000004,14.0,19.0,0.737,13.0,38.0,51.0,18.0,8.0,5.0,12.0,14.0,99.0,5.0
204,22100103,1610612749,Bucks,MIL,Milwaukee,240:00,42.0,84.0,0.5,17.0,37.0,0.45899999999999996,16.0,21.0,0.762,9.0,43.0,52.0,28.0,7.0,8.0,15.0,23.0,117.0,28.0
205,22100103,1610612765,Pistons,DET,Detroit,240:00,30.0,93.0,0.32299999999999995,8.0,47.0,0.17,21.0,30.0,0.7,14.0,29.0,43.0,21.0,5.0,5.0,14.0,22.0,89.0,-28.0
206,22100104,1610612748,Heat,MIA,Miami,240:00,43.0,83.0,0.518,13.0,25.0,0.52,26.0,30.0,0.867,9.0,36.0,45.0,25.0,6.0,5.0,6.0,25.0,125.0,15.0
207,22100104,1610612742,Mavericks,DAL,Dallas,240:00,37.0,84.0,0.44,14.0,42.0,0.33299999999999996,22.0,31.0,0.71,11.0,30.0,41.0,17.0,1.0,3.0,9.0,21.0,110.0,-15.0
208,22100105,1610612762,Jazz,UTA,Utah,240:00,43.0,98.0,0.439,14.0,48.0,0.292,19.0,27.0,0.7040000000000001,15.0,44.0,59.0,16.0,7.0,6.0,16.0,23.0,119.0,6.0
209,22100105,1610612758,Kings,SAC,Sacramento,240:00,42.0,93.0,0.452,12.0,31.0,0.387,17.0,24.0,0.708,6.0,32.0,38.0,24.0,8.0,8.0,11.0,24.0,113.0,-6.0
210,22100106,1610612756,Suns,PHX,Phoenix,240:00,43.0,82.0,0.524,9.0,26.0,0.34600000000000003,17.0,18.0,0.9440000000000001,7.0,35.0,42.0,32.0,9.0,4.0,19.0,17.0,112.0,12.0
211,22100106,1610612740,Pelicans,NOP,New Orleans,240:00,36.0,91.0,0.396,13.0,39.0,0.33299999999999996,15.0,16.0,0.938,14.0,29.0,43.0,21.0,17.0,6.0,17.0,16.0,100.0,-12.0
212,22100107,1610612747,Lakers,LAL,Los Angeles,240:00,49.0,93.0,0.527,6.0,25.0,0.24,15.0,20.0,0.75,11.0,32.0,43.0,26.0,10.0,4.0,17.0,19.0,119.0,2.0
213,22100107,1610612745,Rockets,HOU,Houston,240:00,48.0,91.0,0.527,16.0,42.0,0.381,5.0,12.0,0.41700000000000004,11.0,27.0,38.0,27.0,8.0,4.0,24.0,21.0,117.0,-2.0
214,22100108,1610612757,Trail Blazers,POR,Portland,240:00,40.0,90.0,0.444,13.0,37.0,0.35100000000000003,11.0,17.0,0.647,10.0,29.0,39.0,24.0,12.0,6.0,9.0,19.0,104.0,-3.0
215,22100108,1610612739,Cavaliers,CLE,Cleveland,240:00,39.0,74.0,0.527,15.0,30.0,0.5,14.0,18.0,0.778,5.0,38.0,43.0,29.0,4.0,2.0,17.0,14.0,107.0,3.0
216,22100109,1610612752,Knicks,NYK,New York,240:00,36.0,87.0,0.414,5.0,24.0,0.208,21.0,27.0,0.778,14.0,32.0,46.0,23.0,7.0,6.0,10.0,19.0,98.0,-13.0
217,22100109,1610612754,Pacers,IND,Indiana,240:00,42.0,91.0,0.462,16.0,41.0,0.39,11.0,14.0,0.7859999999999999,10.0,39.0,49.0,26.0,7.0,7.0,11.0,22.0,111.0,13.0
218,22100110,1610612753,Magic,ORL,Orlando,240:00,27.0,84.0,0.321,9.0,43.0,0.209,16.0,20.0,0.8,8.0,38.0,46.0,15.0,8.0,1.0,14.0,20.0,79.0,-13.0
219,22100110,1610612738,Celtics,BOS,Boston,240:00,33.0,79.0,0.418,10.0,37.0,0.27,16.0,25.0,0.64,9.0,41.0,50.0,24.0,7.0,9.0,11.0,20.0,92.0,13.0
220,22100111,1610612755,76ers,PHI,Philadelphia,240:00,38.0,77.0,0.494,12.0,28.0,0.429,15.0,21.0,0.7140000000000001,5.0,30.0,35.0,24.0,9.0,4.0,14.0,15.0,103.0,5.0
221,22100111,1610612741,Bulls,CHI,Chicago,240:00,38.0,82.0,0.463,6.0,21.0,0.28600000000000003,16.0,18.0,0.889,9.0,38.0,47.0,19.0,11.0,4.0,15.0,17.0,98.0,-5.0
222,22100112,1610612764,Wizards,WAS,Washington,240:00,34.0,78.0,0.436,8.0,32.0,0.25,24.0,30.0,0.8,10.0,34.0,44.0,19.0,6.0,7.0,13.0,14.0,100.0,-9.0
223,22100112,1610612761,Raptors,TOR,Toronto,240:00,41.0,88.0,0.466,10.0,25.0,0.4,17.0,20.0,0.85,10.0,32.0,42.0,17.0,10.0,3.0,10.0,23.0,109.0,9.0
224,22100113,1610612751,Nets,BKN,Brooklyn,240:00,43.0,88.0,0.489,22.0,48.0,0.458,9.0,12.0,0.75,7.0,35.0,42.0,34.0,7.0,8.0,14.0,18.0,117.0,9.0
225,22100113,1610612737,Hawks,ATL,Atlanta,240:00,41.0,94.0,0.436,13.0,35.0,0.371,13.0,15.0,0.867,12.0,40.0,52.0,23.0,8.0,4.0,14.0,16.0,108.0,-9.0
226,22100114,1610612763,Grizzlies,MEM,Memphis,240:00,42.0,81.0,0.519,16.0,34.0,0.471,8.0,14.0,0.5710000000000001,3.0,33.0,36.0,28.0,9.0,7.0,11.0,16.0,108.0,2.0
227,22100114,1610612743,Nuggets,DEN,Denver,240:00,43.0,91.0,0.473,8.0,27.0,0.29600000000000004,12.0,13.0,0.923,11.0,33.0,44.0,24.0,7.0,4.0,11.0,16.0,106.0,-2.0
228,22100115,1610612750,Timberwolves,MIN,Minnesota,240:00,43.0,94.0,0.457,14.0,40.0,0.35,15.0,16.0,0.938,15.0,24.0,39.0,27.0,11.0,2.0,16.0,16.0,115.0,-11.0
229,22100115,1610612746,Clippers,LAC,LA,240:00,47.0,78.0,0.603,21.0,36.0,0.583,11.0,12.0,0.917,3.0,32.0,35.0,33.0,6.0,7.0,20.0,14.0,126.0,11.0
230,22100116,1610612759,Spurs,SAS,San Antonio,240:00,43.0,88.0,0.489,7.0,21.0,0.333,15.0,20.0,0.75,5.0,35.0,40.0,25.0,10.0,10.0,15.0,24.0,108.0,-1.0
231,22100116,1610612742,Mavericks,DAL,Dallas,240:00,40.0,93.0,0.43,8.0,34.0,0.235,21.0,29.0,0.7240000000000001,15.0,41.0,56.0,21.0,10.0,4.0,19.0,23.0,109.0,1.0
232,22100117,1610612744,Warriors,GSW,Golden State,240:00,42.0,86.0,0.488,18.0,45.0,0.4,12.0,18.0,0.667,7.0,46.0,53.0,33.0,14.0,5.0,16.0,17.0,114.0,22.0
233,22100117,1610612766,Hornets,CHA,Charlotte,240:00,34.0,91.0,0.374,10.0,36.0,0.278,14.0,19.0,0.737,9.0,40.0,49.0,18.0,10.0,2.0,16.0,14.0,92.0,-22.0
234,22100118,1610612758,Kings,SAC,Sacramento,240:00,42.0,80.0,0.525,10.0,30.0,0.333,18.0,22.0,0.818,4.0,33.0,37.0,27.0,8.0,7.0,8.0,21.0,112.0,13.0
235,22100118,1610612740,Pelicans,NOP,New Orleans,240:00,37.0,86.0,0.43,12.0,34.0,0.353,13.0,15.0,0.867,8.0,32.0,40.0,24.0,1.0,3.0,16.0,16.0,99.0,-13.0
236,22100119,1610612755,76ers,PHI,Philadelphia,240:00,41.0,83.0,0.494,12.0,32.0,0.375,15.0,22.0,0.682,15.0,34.0,49.0,22.0,8.0,3.0,12.0,17.0,109.0,11.0
237,22100119,1610612765,Pistons,DET,Detroit,240:00,35.0,87.0,0.402,11.0,36.0,0.306,17.0,19.0,0.895,12.0,29.0,41.0,21.0,6.0,2.0,11.0,18.0,98.0,-11.0
238,22100120,1610612762,Jazz,UTA,Utah,240:00,41.0,81.0,0.506,17.0,41.0,0.415,17.0,23.0,0.7390000000000001,9.0,38.0,47.0,30.0,6.0,4.0,14.0,20.0,116.0,18.0
239,22100120,1610612737,Hawks,ATL,Atlanta,240:00,35.0,82.0,0.4270000000000001,7.0,28.0,0.25,21.0,26.0,0.8079999999999999,5.0,27.0,32.0,18.0,11.0,4.0,9.0,24.0,98.0,-18.0
240,22100121,1610612748,Heat,MIA,Miami,240:00,28.0,81.0,0.34600000000000003,9.0,41.0,0.22,13.0,19.0,0.684,13.0,32.0,45.0,18.0,8.0,0.0,18.0,19.0,78.0,-17.0
241,22100121,1610612738,Celtics,BOS,Boston,240:00,31.0,78.0,0.397,16.0,41.0,0.39,17.0,20.0,0.85,11.0,35.0,46.0,16.0,7.0,4.0,16.0,16.0,95.0,17.0
242,22100122,1610612756,Suns,PHX,Phoenix,240:00,44.0,93.0,0.473,14.0,31.0,0.452,21.0,23.0,0.9129999999999999,13.0,33.0,46.0,29.0,12.0,8.0,12.0,24.0,123.0,12.0
243,22100122,1610612745,Rockets,HOU,Houston,240:00,38.0,87.0,0.4370000000000001,11.0,31.0,0.355,24.0,28.0,0.857,6.0,36.0,42.0,25.0,4.0,4.0,18.0,21.0,111.0,-12.0
244,22100123,1610612760,Thunder,OKC,Oklahoma City,240:00,37.0,86.0,0.43,15.0,41.0,0.366,18.0,26.0,0.6920000000000001,11.0,38.0,49.0,23.0,7.0,2.0,16.0,16.0,107.0,3.0
245,22100123,1610612747,Lakers,LAL,Los Angeles,240:00,39.0,94.0,0.415,12.0,33.0,0.364,14.0,17.0,0.8240000000000001,16.0,33.0,49.0,22.0,8.0,4.0,13.0,21.0,104.0,-3.0
246,22100124,1610612765,Pistons,DET,Detroit,240:00,33.0,87.0,0.379,11.0,34.0,0.324,13.0,18.0,0.722,7.0,37.0,44.0,17.0,11.0,6.0,13.0,22.0,90.0,-6.0
247,22100124,1610612751,Nets,BKN,Brooklyn,240:00,36.0,80.0,0.45,11.0,27.0,0.407,13.0,14.0,0.929,4.0,41.0,45.0,25.0,3.0,4.0,16.0,21.0,96.0,6.0
248,22100125,1610612759,Spurs,SAS,San Antonio,240:00,40.0,90.0,0.444,6.0,19.0,0.316,16.0,18.0,0.889,5.0,43.0,48.0,23.0,11.0,7.0,13.0,14.0,102.0,13.0
249,22100125,1610612753,Magic,ORL,Orlando,240:00,35.0,89.0,0.393,12.0,41.0,0.293,7.0,10.0,0.7,7.0,36.0,43.0,23.0,9.0,12.0,18.0,13.0,89.0,-13.0
250,22100126,1610612764,Wizards,WAS,Washington,240:00,49.0,84.0,0.583,10.0,25.0,0.4,7.0,13.0,0.5379999999999999,5.0,48.0,53.0,34.0,4.0,6.0,18.0,13.0,115.0,28.0
251,22100126,1610612763,Grizzlies,MEM,Memphis,240:00,34.0,96.0,0.354,6.0,31.0,0.194,13.0,17.0,0.765,12.0,27.0,39.0,19.0,12.0,4.0,9.0,15.0,87.0,-28.0
252,22100127,1610612761,Raptors,TOR,Toronto,240:00,42.0,99.0,0.424,12.0,27.0,0.444,5.0,9.0,0.556,19.0,25.0,44.0,20.0,11.0,7.0,10.0,19.0,101.0,-1.0
253,22100127,1610612739,Cavaliers,CLE,Cleveland,240:00,38.0,82.0,0.463,10.0,30.0,0.333,16.0,19.0,0.8420000000000001,11.0,28.0,39.0,22.0,5.0,3.0,18.0,13.0,102.0,1.0
